LSOA_CODE,Pupil absence rates,Absence 10
E01022032,10.6,6.572
E01026599,10.6,6.572
E01026625,10.6,6.572
E01026833,10.6,6.572
E01026843,10.6,6.572
E01026858,10.6,6.572
E01029979,10.6,6.572
E01030254,10.6,6.572
E01002278,10.6,6.572
E01017039,10.6,6.572
E01017104,10.6,6.572
E01017106,10.6,6.572
E01017155,10.6,6.572
E01017158,10.6,6.572
E01017282,10.6,6.572
E01017287,10.6,6.572
E01017298,10.6,6.572
E01017332,10.6,6.572
E01017364,10.6,6.572
E01028570,10.6,6.572
E01015046,10.6,6.572
E01008302,10.5,6.51
E01008335,10.5,6.51
E01008762,10.5,6.51
E01012031,10.5,6.51
E01012035,10.5,6.51
E01012357,10.5,6.51
E01027451,10.5,6.51
E01005131,10.5,6.51
E01005163,10.5,6.51
E01005199,10.5,6.51
E01005213,10.5,6.51
E01005429,10.5,6.51
E01005551,10.5,6.51
E01005605,10.5,6.51
E01005638,10.5,6.51
E01006522,10.5,6.51
E01006608,10.5,6.51
E01006609,10.5,6.51
E01006612,10.5,6.51
E01006642,10.5,6.51
E01006645,10.5,6.51
E01006659,10.5,6.51
E01006664,10.5,6.51
E01006696,10.5,6.51
E01006697,10.5,6.51
E01006729,10.5,6.51
E01006732,10.5,6.51
E01006735,10.5,6.51
E01006740,10.5,6.51
E01006766,10.5,6.51
E01012380,10.5,6.51
E01012388,10.5,6.51
E01012420,10.5,6.51
E01012422,10.5,6.51
E01012674,10.5,6.51
E01012746,10.5,6.51
E01018312,10.5,6.51
E01018318,10.5,6.51
E01018344,10.5,6.51
E01018464,10.5,6.51
E01018476,10.5,6.51
E01007503,10.5,6.51
E01007531,10.5,6.51
E01007879,10.5,6.51
E01007945,10.5,6.51
E01008005,10.5,6.51
E01008057,10.5,6.51
E01010653,10.5,6.51
E01011290,10.5,6.51
E01011314,10.5,6.51
E01011330,10.5,6.51
E01011670,10.5,6.51
E01011739,10.5,6.51
E01011746,10.5,6.51
E01012836,10.5,6.51
E01012853,10.5,6.51
E01012886,10.5,6.51
E01012902,10.5,6.51
E01012932,10.5,6.51
E01012943,10.5,6.51
E01012950,10.5,6.51
E01012951,10.5,6.51
E01013136,10.5,6.51
E01013139,10.5,6.51
E01013142,10.5,6.51
E01013209,10.5,6.51
E01013220,10.5,6.51
E01013232,10.5,6.51
E01013234,10.5,6.51
E01013634,10.5,6.51
E01013888,10.5,6.51
E01026954,10.5,6.51
E01026958,10.5,6.51
E01026959,10.5,6.51
E01026960,10.5,6.51
E01026967,10.5,6.51
E01027200,10.5,6.51
E01027207,10.5,6.51
E01027210,10.5,6.51
E01027211,10.5,6.51
E01027213,10.5,6.51
E01027242,10.5,6.51
E01027243,10.5,6.51
E01027244,10.5,6.51
E01027248,10.5,6.51
E01027339,10.5,6.51
E01028061,10.5,6.51
E01028256,10.5,6.51
E01009978,10.5,6.51
E01010033,10.5,6.51
E01010066,10.5,6.51
E01010443,10.5,6.51
E01013993,10.5,6.51
E01014260,10.5,6.51
E01015936,10.5,6.51
E01022002,10.5,6.51
E01022031,10.5,6.51
E01022042,10.5,6.51
E01026798,10.5,6.51
E01026863,10.5,6.51
E01026869,10.5,6.51
E01030273,10.5,6.51
E01030275,10.5,6.51
E01030287,10.5,6.51
E01000027,10.5,6.51
E01000787,10.5,6.51
E01016864,10.5,6.51
E01017109,10.5,6.51
E01017340,10.5,6.51
E01017341,10.5,6.51
E01017366,10.5,6.51
E01022903,10.5,6.51
E01024588,10.5,6.51
E01024657,10.5,6.51
E01024719,10.5,6.51
E01028517,10.5,6.51
E01028576,10.5,6.51
E01015260,10.5,6.51
E01015385,10.5,6.51
E01008289,10.4,6.448
E01008290,10.4,6.448
E01008300,10.4,6.448
E01008415,10.4,6.448
E01008449,10.4,6.448
E01012021,10.4,6.448
E01012028,10.4,6.448
E01012068,10.4,6.448
E01012308,10.4,6.448
E01012314,10.4,6.448
E01012326,10.4,6.448
E01027539,10.4,6.448
E01027543,10.4,6.448
E01027548,10.4,6.448
E01005194,10.4,6.448
E01005258,10.4,6.448
E01005463,10.4,6.448
E01005527,10.4,6.448
E01005601,10.4,6.448
E01005625,10.4,6.448
E01005659,10.4,6.448
E01005664,10.4,6.448
E01005703,10.4,6.448
E01005706,10.4,6.448
E01005729,10.4,6.448
E01006447,10.4,6.448
E01006448,10.4,6.448
E01006492,10.4,6.448
E01006515,10.4,6.448
E01006542,10.4,6.448
E01006575,10.4,6.448
E01006613,10.4,6.448
E01006709,10.4,6.448
E01006731,10.4,6.448
E01006738,10.4,6.448
E01012390,10.4,6.448
E01012391,10.4,6.448
E01012442,10.4,6.448
E01012670,10.4,6.448
E01012673,10.4,6.448
E01012695,10.4,6.448
E01012738,10.4,6.448
E01012743,10.4,6.448
E01012745,10.4,6.448
E01019220,10.4,6.448
E01025305,10.4,6.448
E01025593,10.4,6.448
E01025607,10.4,6.448
E01007737,10.4,6.448
E01007837,10.4,6.448
E01007849,10.4,6.448
E01007856,10.4,6.448
E01007857,10.4,6.448
E01007943,10.4,6.448
E01007947,10.4,6.448
E01007984,10.4,6.448
E01008003,10.4,6.448
E01008004,10.4,6.448
E01008062,10.4,6.448
E01010611,10.4,6.448
E01011286,10.4,6.448
E01011321,10.4,6.448
E01011499,10.4,6.448
E01011503,10.4,6.448
E01011678,10.4,6.448
E01011732,10.4,6.448
E01012763,10.4,6.448
E01012810,10.4,6.448
E01012833,10.4,6.448
E01012882,10.4,6.448
E01012887,10.4,6.448
E01013138,10.4,6.448
E01013230,10.4,6.448
E01013233,10.4,6.448
E01027825,10.4,6.448
E01013777,10.4,6.448
E01013778,10.4,6.448
E01013862,10.4,6.448
E01013900,10.4,6.448
E01013907,10.4,6.448
E01013958,10.4,6.448
E01026114,10.4,6.448
E01027177,10.4,6.448
E01027950,10.4,6.448
E01028019,10.4,6.448
E01028228,10.4,6.448
E01028248,10.4,6.448
E01028334,10.4,6.448
E01009107,10.4,6.448
E01009309,10.4,6.448
E01009404,10.4,6.448
E01009891,10.4,6.448
E01010032,10.4,6.448
E01010444,10.4,6.448
E01032469,10.4,6.448
E01015855,10.4,6.448
E01015862,10.4,6.448
E01015901,10.4,6.448
E01021999,10.4,6.448
E01022030,10.4,6.448
E01023536,10.4,6.448
E01026596,10.4,6.448
E01026623,10.4,6.448
E01026640,10.4,6.448
E01026805,10.4,6.448
E01026834,10.4,6.448
E01029978,10.4,6.448
E01030255,10.4,6.448
E01030289,10.4,6.448
E01016743,10.4,6.448
E01017089,10.4,6.448
E01017105,10.4,6.448
E01017230,10.4,6.448
E01017286,10.4,6.448
E01017299,10.4,6.448
E01017335,10.4,6.448
E01017342,10.4,6.448
E01017343,10.4,6.448
E01022668,10.4,6.448
E01028577,10.4,6.448
E01014611,10.4,6.448
E01015262,10.4,6.448
E01015380,10.4,6.448
E01015386,10.4,6.448
E01015430,10.4,6.448
E01008301,10.3,6.386
E01008811,10.3,6.386
E01012027,10.3,6.386
E01012044,10.3,6.386
E01012070,10.3,6.386
E01012266,10.3,6.386
E01012268,10.3,6.386
E01027540,10.3,6.386
E01005111,10.3,6.386
E01005115,10.3,6.386
E01005211,10.3,6.386
E01005254,10.3,6.386
E01005263,10.3,6.386
E01005427,10.3,6.386
E01005428,10.3,6.386
E01005430,10.3,6.386
E01005626,10.3,6.386
E01005632,10.3,6.386
E01005698,10.3,6.386
E01005709,10.3,6.386
E01006495,10.3,6.386
E01006514,10.3,6.386
E01006544,10.3,6.386
E01006601,10.3,6.386
E01006679,10.3,6.386
E01006693,10.3,6.386
E01006705,10.3,6.386
E01006725,10.3,6.386
E01006727,10.3,6.386
E01006743,10.3,6.386
E01006769,10.3,6.386
E01006770,10.3,6.386
E01006861,10.3,6.386
E01007132,10.3,6.386
E01012377,10.3,6.386
E01012419,10.3,6.386
E01012679,10.3,6.386
E01012682,10.3,6.386
E01012735,10.3,6.386
E01019193,10.3,6.386
E01019230,10.3,6.386
E01025117,10.3,6.386
E01025591,10.3,6.386
E01007497,10.3,6.386
E01007533,10.3,6.386
E01007626,10.3,6.386
E01007853,10.3,6.386
E01007854,10.3,6.386
E01007970,10.3,6.386
E01007975,10.3,6.386
E01008092,10.3,6.386
E01010655,10.3,6.386
E01010826,10.3,6.386
E01011357,10.3,6.386
E01011490,10.3,6.386
E01011656,10.3,6.386
E01011681,10.3,6.386
E01012840,10.3,6.386
E01012945,10.3,6.386
E01012947,10.3,6.386
E01013165,10.3,6.386
E01013207,10.3,6.386
E01013208,10.3,6.386
E01013681,10.3,6.386
E01013820,10.3,6.386
E01013844,10.3,6.386
E01013924,10.3,6.386
E01019664,10.3,6.386
E01026112,10.3,6.386
E01026957,10.3,6.386
E01027137,10.3,6.386
E01027161,10.3,6.386
E01027197,10.3,6.386
E01028247,10.3,6.386
E01009110,10.3,6.386
E01009114,10.3,6.386
E01009124,10.3,6.386
E01009546,10.3,6.386
E01009977,10.3,6.386
E01009996,10.3,6.386
E01010070,10.3,6.386
E01010074,10.3,6.386
E01010120,10.3,6.386
E01013994,10.3,6.386
E01014262,10.3,6.386
E01015906,10.3,6.386
E01021290,10.3,6.386
E01021638,10.3,6.386
E01021641,10.3,6.386
E01022043,10.3,6.386
E01026639,10.3,6.386
E01026791,10.3,6.386
E01026800,10.3,6.386
E01026826,10.3,6.386
E01026841,10.3,6.386
E01026844,10.3,6.386
E01030233,10.3,6.386
E01030234,10.3,6.386
E01030235,10.3,6.386
E01030291,10.3,6.386
E01000792,10.3,6.386
E01002282,10.3,6.386
E01002442,10.3,6.386
E01016744,10.3,6.386
E01016865,10.3,6.386
E01017082,10.3,6.386
E01017093,10.3,6.386
E01017108,10.3,6.386
E01017182,10.3,6.386
E01017184,10.3,6.386
E01017185,10.3,6.386
E01017311,10.3,6.386
E01017346,10.3,6.386
E01017352,10.3,6.386
E01022544,10.3,6.386
E01022679,10.3,6.386
E01024764,10.3,6.386
E01014600,10.3,6.386
E01014614,10.3,6.386
E01014663,10.3,6.386
E01015263,10.3,6.386
E01008345,10.2,6.324
E01008396,10.2,6.324
E01008399,10.2,6.324
E01012018,10.2,6.324
E01012312,10.2,6.324
E01027541,10.2,6.324
E01005073,10.2,6.324
E01005127,10.2,6.324
E01005192,10.2,6.324
E01005222,10.2,6.324
E01005265,10.2,6.324
E01005326,10.2,6.324
E01005627,10.2,6.324
E01005707,10.2,6.324
E01005727,10.2,6.324
E01006469,10.2,6.324
E01006511,10.2,6.324
E01006546,10.2,6.324
E01006600,10.2,6.324
E01006602,10.2,6.324
E01006733,10.2,6.324
E01006762,10.2,6.324
E01007122,10.2,6.324
E01007127,10.2,6.324
E01007133,10.2,6.324
E01012672,10.2,6.324
E01012678,10.2,6.324
E01012698,10.2,6.324
E01012736,10.2,6.324
E01012739,10.2,6.324
E01012742,10.2,6.324
E01012744,10.2,6.324
E01018345,10.2,6.324
E01018484,10.2,6.324
E01025110,10.2,6.324
E01025581,10.2,6.324
E01025605,10.2,6.324
E01007985,10.2,6.324
E01008059,10.2,6.324
E01008060,10.2,6.324
E01008094,10.2,6.324
E01008099,10.2,6.324
E01010608,10.2,6.324
E01010831,10.2,6.324
E01011128,10.2,6.324
E01011288,10.2,6.324
E01011319,10.2,6.324
E01011343,10.2,6.324
E01011369,10.2,6.324
E01011439,10.2,6.324
E01011445,10.2,6.324
E01011447,10.2,6.324
E01011470,10.2,6.324
E01011621,10.2,6.324
E01011622,10.2,6.324
E01011720,10.2,6.324
E01011731,10.2,6.324
E01012765,10.2,6.324
E01012766,10.2,6.324
E01012834,10.2,6.324
E01012909,10.2,6.324
E01013140,10.2,6.324
E01013159,10.2,6.324
E01013206,10.2,6.324
E01013210,10.2,6.324
E01013211,10.2,6.324
E01013222,10.2,6.324
E01013227,10.2,6.324
E01027806,10.2,6.324
E01027853,10.2,6.324
E01013909,10.2,6.324
E01026073,10.2,6.324
E01026109,10.2,6.324
E01026963,10.2,6.324
E01027140,10.2,6.324
E01027168,10.2,6.324
E01027178,10.2,6.324
E01027215,10.2,6.324
E01027249,10.2,6.324
E01028058,10.2,6.324
E01028060,10.2,6.324
E01028282,10.2,6.324
E01009093,10.2,6.324
E01009094,10.2,6.324
E01009754,10.2,6.324
E01009964,10.2,6.324
E01009983,10.2,6.324
E01010075,10.2,6.324
E01010239,10.2,6.324
E01010445,10.2,6.324
E01013995,10.2,6.324
E01015820,10.2,6.324
E01015902,10.2,6.324
E01015937,10.2,6.324
E01018103,10.2,6.324
E01021288,10.2,6.324
E01021289,10.2,6.324
E01021325,10.2,6.324
E01021658,10.2,6.324
E01021988,10.2,6.324
E01022025,10.2,6.324
E01022036,10.2,6.324
E01022037,10.2,6.324
E01023534,10.2,6.324
E01026809,10.2,6.324
E01026828,10.2,6.324
E01026829,10.2,6.324
E01026831,10.2,6.324
E01026832,10.2,6.324
E01026853,10.2,6.324
E01030276,10.2,6.324
E01000030,10.2,6.324
E01001054,10.2,6.324
E01002277,10.2,6.324
E01002279,10.2,6.324
E01002283,10.2,6.324
E01002284,10.2,6.324
E01003352,10.2,6.324
E01016742,10.2,6.324
E01017084,10.2,6.324
E01017283,10.2,6.324
E01017336,10.2,6.324
E01017365,10.2,6.324
E01022541,10.2,6.324
E01022669,10.2,6.324
E01022915,10.2,6.324
E01028569,10.2,6.324
E01014630,10.2,6.324
E01014659,10.2,6.324
E01014693,10.2,6.324
E01014722,10.2,6.324
E01015439,10.2,6.324
E01029182,10.2,6.324
E01008305,10.1,6.262
E01008382,10.1,6.262
E01008435,10.1,6.262
E01008436,10.1,6.262
E01008440,10.1,6.262
E01012030,10.1,6.262
E01012091,10.1,6.262
E01012170,10.1,6.262
E01012258,10.1,6.262
E01012313,10.1,6.262
E01012354,10.1,6.262
E01020751,10.1,6.262
E01020752,10.1,6.262
E01027533,10.1,6.262
E01027542,10.1,6.262
E01027547,10.1,6.262
E01005065,10.1,6.262
E01005160,10.1,6.262
E01005220,10.1,6.262
E01005261,10.1,6.262
E01005341,10.1,6.262
E01005344,10.1,6.262
E01005460,10.1,6.262
E01005603,10.1,6.262
E01005633,10.1,6.262
E01005640,10.1,6.262
E01005701,10.1,6.262
E01005702,10.1,6.262
E01006414,10.1,6.262
E01006468,10.1,6.262
E01006536,10.1,6.262
E01006565,10.1,6.262
E01006672,10.1,6.262
E01006706,10.1,6.262
E01006707,10.1,6.262
E01006744,10.1,6.262
E01006787,10.1,6.262
E01006863,10.1,6.262
E01006869,10.1,6.262
E01007125,10.1,6.262
E01007274,10.1,6.262
E01012379,10.1,6.262
E01012389,10.1,6.262
E01012525,10.1,6.262
E01012680,10.1,6.262
E01012754,10.1,6.262
E01018327,10.1,6.262
E01018459,10.1,6.262
E01018640,10.1,6.262
E01019231,10.1,6.262
E01019255,10.1,6.262
E01007472,10.1,6.262
E01007723,10.1,6.262
E01007941,10.1,6.262
E01007977,10.1,6.262
E01008061,10.1,6.262
E01010606,10.1,6.262
E01010617,10.1,6.262
E01010736,10.1,6.262
E01010824,10.1,6.262
E01011313,10.1,6.262
E01011360,10.1,6.262
E01011427,10.1,6.262
E01011446,10.1,6.262
E01011668,10.1,6.262
E01011730,10.1,6.262
E01012757,10.1,6.262
E01012785,10.1,6.262
E01012815,10.1,6.262
E01012838,10.1,6.262
E01012862,10.1,6.262
E01012896,10.1,6.262
E01012944,10.1,6.262
E01013141,10.1,6.262
E01027847,10.1,6.262
E01013776,10.1,6.262
E01013783,10.1,6.262
E01019646,10.1,6.262
E01019665,10.1,6.262
E01026097,10.1,6.262
E01027159,10.1,6.262
E01027230,10.1,6.262
E01027312,10.1,6.262
E01028304,10.1,6.262
E01009307,10.1,6.262
E01009403,10.1,6.262
E01009405,10.1,6.262
E01009406,10.1,6.262
E01009539,10.1,6.262
E01009976,10.1,6.262
E01009979,10.1,6.262
E01009981,10.1,6.262
E01010240,10.1,6.262
E01010447,10.1,6.262
E01014198,10.1,6.262
E01014257,10.1,6.262
E01014259,10.1,6.262
E01029843,10.1,6.262
E01015873,10.1,6.262
E01015938,10.1,6.262
E01018107,10.1,6.262
E01021323,10.1,6.262
E01021696,10.1,6.262
E01021989,10.1,6.262
E01022040,10.1,6.262
E01022044,10.1,6.262
E01023547,10.1,6.262
E01026792,10.1,6.262
E01026799,10.1,6.262
E01026822,10.1,6.262
E01026830,10.1,6.262
E01026848,10.1,6.262
E01029993,10.1,6.262
E01029996,10.1,6.262
E01030256,10.1,6.262
E01030258,10.1,6.262
E01000725,10.1,6.262
E01000744,10.1,6.262
E01001053,10.1,6.262
E01001055,10.1,6.262
E01001610,10.1,6.262
E01001655,10.1,6.262
E01001696,10.1,6.262
E01002276,10.1,6.262
E01002306,10.1,6.262
E01002312,10.1,6.262
E01002316,10.1,6.262
E01002439,10.1,6.262
E01003265,10.1,6.262
E01016438,10.1,6.262
E01016443,10.1,6.262
E01016746,10.1,6.262
E01016868,10.1,6.262
E01017078,10.1,6.262
E01017079,10.1,6.262
E01017086,10.1,6.262
E01017111,10.1,6.262
E01017156,10.1,6.262
E01017181,10.1,6.262
E01017251,10.1,6.262
E01017363,10.1,6.262
E01017369,10.1,6.262
E01022914,10.1,6.262
E01024391,10.1,6.262
E01024663,10.1,6.262
E01024678,10.1,6.262
E01024727,10.1,6.262
E01028657,10.1,6.262
E01014604,10.1,6.262
E01014661,10.1,6.262
E01015047,10.1,6.262
E01015196,10.1,6.262
E01015390,10.1,6.262
E01015438,10.1,6.262
E01008212,10,6.2
E01008297,10,6.2
E01008377,10,6.2
E01012045,10,6.2
E01012050,10,6.2
E01012195,10,6.2
E01012333,10,6.2
E01012362,10,6.2
E01020841,10,6.2
E01027544,10,6.2
E01027546,10,6.2
E01027549,10,6.2
E01005185,10,6.2
E01005342,10,6.2
E01005458,10,6.2
E01005526,10,6.2
E01005552,10,6.2
E01005553,10,6.2
E01005554,10,6.2
E01005663,10,6.2
E01005673,10,6.2
E01005675,10,6.2
E01005708,10,6.2
E01006505,10,6.2
E01006516,10,6.2
E01006548,10,6.2
E01006606,10,6.2
E01006742,10,6.2
E01007126,10,6.2
E01007134,10,6.2
E01012421,10,6.2
E01012443,10,6.2
E01012647,10,6.2
E01012675,10,6.2
E01012683,10,6.2
E01012684,10,6.2
E01012733,10,6.2
E01012734,10,6.2
E01012750,10,6.2
E01018343,10,6.2
E01018361,10,6.2
E01018638,10,6.2
E01025120,10,6.2
E01025304,10,6.2
E01025306,10,6.2
E01007720,10,6.2
E01008006,10,6.2
E01008055,10,6.2
E01010649,10,6.2
E01010803,10,6.2
E01010812,10,6.2
E01010813,10,6.2
E01010832,10,6.2
E01010842,10,6.2
E01011038,10,6.2
E01011225,10,6.2
E01011285,10,6.2
E01011322,10,6.2
E01011422,10,6.2
E01011483,10,6.2
E01011630,10,6.2
E01011733,10,6.2
E01011741,10,6.2
E01012783,10,6.2
E01012828,10,6.2
E01012848,10,6.2
E01012860,10,6.2
E01012928,10,6.2
E01012929,10,6.2
E01013143,10,6.2
E01013158,10,6.2
E01013160,10,6.2
E01013161,10,6.2
E01013205,10,6.2
E01013812,10,6.2
E01013823,10,6.2
E01013836,10,6.2
E01013839,10,6.2
E01013847,10,6.2
E01013945,10,6.2
E01013946,10,6.2
E01026173,10,6.2
E01026985,10,6.2
E01027170,10,6.2
E01027182,10,6.2
E01027212,10,6.2
E01027235,10,6.2
E01027342,10,6.2
E01027951,10,6.2
E01027952,10,6.2
E01028017,10,6.2
E01028018,10,6.2
E01028244,10,6.2
E01009297,10,6.2
E01009304,10,6.2
E01009308,10,6.2
E01009311,10,6.2
E01009541,10,6.2
E01009655,10,6.2
E01009663,10,6.2
E01009938,10,6.2
E01009965,10,6.2
E01009997,10,6.2
E01009998,10,6.2
E01010029,10,6.2
E01010037,10,6.2
E01010079,10,6.2
E01010235,10,6.2
E01010448,10,6.2
E01010481,10,6.2
E01014073,10,6.2
E01029842,10,6.2
E01032332,10,6.2
E01018089,10,6.2
E01018108,10,6.2
E01021286,10,6.2
E01021320,10,6.2
E01021322,10,6.2
E01021639,10,6.2
E01022027,10,6.2
E01022039,10,6.2
E01023538,10,6.2
E01026619,10,6.2
E01026620,10,6.2
E01026821,10,6.2
E01026827,10,6.2
E01026842,10,6.2
E01026854,10,6.2
E01026860,10,6.2
E01026862,10,6.2
E01029981,10,6.2
E01000028,10,6.2
E01000031,10,6.2
E01000726,10,6.2
E01001056,10,6.2
E01001078,10,6.2
E01001576,10,6.2
E01001577,10,6.2
E01001681,10,6.2
E01001713,10,6.2
E01001867,10,6.2
E01001874,10,6.2
E01001958,10,6.2
E01002309,10,6.2
E01002313,10,6.2
E01017075,10,6.2
E01017077,10,6.2
E01017080,10,6.2
E01017081,10,6.2
E01017088,10,6.2
E01017107,10,6.2
E01017110,10,6.2
E01017123,10,6.2
E01017125,10,6.2
E01017152,10,6.2
E01017186,10,6.2
E01017207,10,6.2
E01017241,10,6.2
E01017288,10,6.2
E01017310,10,6.2
E01017345,10,6.2
E01024176,10,6.2
E01024687,10,6.2
E01024736,10,6.2
E01024737,10,6.2
E01024840,10,6.2
E01028555,10,6.2
E01015048,10,6.2
E01015393,10,6.2
E01020155,10,6.2
E01022160,10,6.2
E01029185,10,6.2
E01008214,9.9,6.138
E01008258,9.9,6.138
E01008295,9.9,6.138
E01008298,9.9,6.138
E01008330,9.9,6.138
E01008609,9.9,6.138
E01008623,9.9,6.138
E01008756,9.9,6.138
E01012020,9.9,6.138
E01012029,9.9,6.138
E01012033,9.9,6.138
E01012051,9.9,6.138
E01012325,9.9,6.138
E01012353,9.9,6.138
E01020753,9.9,6.138
E01027532,9.9,6.138
E01027545,9.9,6.138
E01004852,9.9,6.138
E01004853,9.9,6.138
E01004854,9.9,6.138
E01004877,9.9,6.138
E01005110,9.9,6.138
E01005183,9.9,6.138
E01005236,9.9,6.138
E01005343,9.9,6.138
E01005377,9.9,6.138
E01005602,9.9,6.138
E01005623,9.9,6.138
E01005696,9.9,6.138
E01005733,9.9,6.138
E01006412,9.9,6.138
E01006436,9.9,6.138
E01006437,9.9,6.138
E01006458,9.9,6.138
E01006541,9.9,6.138
E01006603,9.9,6.138
E01006605,9.9,6.138
E01006616,9.9,6.138
E01006667,9.9,6.138
E01006715,9.9,6.138
E01006858,9.9,6.138
E01012378,9.9,6.138
E01012411,9.9,6.138
E01012439,9.9,6.138
E01012535,9.9,6.138
E01012649,9.9,6.138
E01012650,9.9,6.138
E01012693,9.9,6.138
E01012707,9.9,6.138
E01012720,9.9,6.138
E01012721,9.9,6.138
E01012724,9.9,6.138
E01019236,9.9,6.138
E01019247,9.9,6.138
E01025115,9.9,6.138
E01025118,9.9,6.138
E01025248,9.9,6.138
E01025297,9.9,6.138
E01025298,9.9,6.138
E01007464,9.9,6.138
E01007466,9.9,6.138
E01007470,9.9,6.138
E01007474,9.9,6.138
E01007635,9.9,6.138
E01007830,9.9,6.138
E01007948,9.9,6.138
E01007976,9.9,6.138
E01008110,9.9,6.138
E01010607,9.9,6.138
E01010621,9.9,6.138
E01010624,9.9,6.138
E01010685,9.9,6.138
E01010830,9.9,6.138
E01011105,9.9,6.138
E01011227,9.9,6.138
E01011289,9.9,6.138
E01011331,9.9,6.138
E01011479,9.9,6.138
E01011496,9.9,6.138
E01011665,9.9,6.138
E01011726,9.9,6.138
E01011737,9.9,6.138
E01012764,9.9,6.138
E01012821,9.9,6.138
E01012824,9.9,6.138
E01012863,9.9,6.138
E01012868,9.9,6.138
E01012931,9.9,6.138
E01013162,9.9,6.138
E01013175,9.9,6.138
E01013181,9.9,6.138
E01013188,9.9,6.138
E01013204,9.9,6.138
E01013335,9.9,6.138
E01027809,9.9,6.138
E01013846,9.9,6.138
E01013891,9.9,6.138
E01013896,9.9,6.138
E01025932,9.9,6.138
E01025933,9.9,6.138
E01026072,9.9,6.138
E01026084,9.9,6.138
E01026962,9.9,6.138
E01026966,9.9,6.138
E01027196,9.9,6.138
E01027216,9.9,6.138
E01027229,9.9,6.138
E01027231,9.9,6.138
E01027246,9.9,6.138
E01028027,9.9,6.138
E01028028,9.9,6.138
E01028047,9.9,6.138
E01028057,9.9,6.138
E01028294,9.9,6.138
E01028306,9.9,6.138
E01028311,9.9,6.138
E01009121,9.9,6.138
E01009123,9.9,6.138
E01009125,9.9,6.138
E01009298,9.9,6.138
E01009310,9.9,6.138
E01009547,9.9,6.138
E01009607,9.9,6.138
E01009610,9.9,6.138
E01009662,9.9,6.138
E01009709,9.9,6.138
E01009831,9.9,6.138
E01009894,9.9,6.138
E01009942,9.9,6.138
E01009950,9.9,6.138
E01009984,9.9,6.138
E01009993,9.9,6.138
E01009994,9.9,6.138
E01010030,9.9,6.138
E01010031,9.9,6.138
E01010080,9.9,6.138
E01010103,9.9,6.138
E01010484,9.9,6.138
E01010486,9.9,6.138
E01013992,9.9,6.138
E01014200,9.9,6.138
E01014201,9.9,6.138
E01029840,9.9,6.138
E01015900,9.9,6.138
E01017490,9.9,6.138
E01018071,9.9,6.138
E01018073,9.9,6.138
E01021271,9.9,6.138
E01021327,9.9,6.138
E01021640,9.9,6.138
E01021697,9.9,6.138
E01021699,9.9,6.138
E01021700,9.9,6.138
E01021732,9.9,6.138
E01021990,9.9,6.138
E01022028,9.9,6.138
E01023533,9.9,6.138
E01023543,9.9,6.138
E01026803,9.9,6.138
E01001051,9.9,6.138
E01001575,9.9,6.138
E01001611,9.9,6.138
E01001673,9.9,6.138
E01001702,9.9,6.138
E01001710,9.9,6.138
E01002281,9.9,6.138
E01002297,9.9,6.138
E01002310,9.9,6.138
E01002314,9.9,6.138
E01002540,9.9,6.138
E01002543,9.9,6.138
E01016442,9.9,6.138
E01016869,9.9,6.138
E01017045,9.9,6.138
E01017049,9.9,6.138
E01017067,9.9,6.138
E01017074,9.9,6.138
E01017076,9.9,6.138
E01017091,9.9,6.138
E01017100,9.9,6.138
E01017101,9.9,6.138
E01017153,9.9,6.138
E01017160,9.9,6.138
E01017187,9.9,6.138
E01017188,9.9,6.138
E01017208,9.9,6.138
E01017210,9.9,6.138
E01017337,9.9,6.138
E01017370,9.9,6.138
E01022678,9.9,6.138
E01022681,9.9,6.138
E01022905,9.9,6.138
E01022906,9.9,6.138
E01024390,9.9,6.138
E01024683,9.9,6.138
E01024699,9.9,6.138
E01014634,9.9,6.138
E01014645,9.9,6.138
E01014660,9.9,6.138
E01014662,9.9,6.138
E01015045,9.9,6.138
E01015080,9.9,6.138
E01015082,9.9,6.138
E01015149,9.9,6.138
E01015341,9.9,6.138
E01029193,9.9,6.138
E01008164,9.8,6.076
E01008204,9.8,6.076
E01008333,9.8,6.076
E01008348,9.8,6.076
E01008445,9.8,6.076
E01008450,9.8,6.076
E01008606,9.8,6.076
E01008607,9.8,6.076
E01008690,9.8,6.076
E01008729,9.8,6.076
E01008773,9.8,6.076
E01008776,9.8,6.076
E01012032,9.8,6.076
E01012039,9.8,6.076
E01012040,9.8,6.076
E01012092,9.8,6.076
E01012310,9.8,6.076
E01020754,9.8,6.076
E01020756,9.8,6.076
E01020775,9.8,6.076
E01004851,9.8,6.076
E01005081,9.8,6.076
E01005184,9.8,6.076
E01005193,9.8,6.076
E01005209,9.8,6.076
E01005214,9.8,6.076
E01005232,9.8,6.076
E01005237,9.8,6.076
E01005271,9.8,6.076
E01005294,9.8,6.076
E01005328,9.8,6.076
E01005379,9.8,6.076
E01005381,9.8,6.076
E01005529,9.8,6.076
E01005629,9.8,6.076
E01005639,9.8,6.076
E01005689,9.8,6.076
E01005690,9.8,6.076
E01006413,9.8,6.076
E01006446,9.8,6.076
E01006457,9.8,6.076
E01006470,9.8,6.076
E01006545,9.8,6.076
E01006567,9.8,6.076
E01006658,9.8,6.076
E01006712,9.8,6.076
E01006723,9.8,6.076
E01006771,9.8,6.076
E01006788,9.8,6.076
E01006860,9.8,6.076
